G0	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63
0.9832873	0.0513946	0.1225565	0.9472739	0.4969274	0.8477097	0.4326125	0.1009261	0.3235350	0.5268620	0.4464447	0.3014178	0.6627098	0.1426900	1.0449367	0.1993806	0.2194422	0.0449564	0.9707103	0.8348942	1.0565969	0.7437247	0.4987540	0.8961564	0.6257577	0.5581101	0.3894692	0.1984989	0.4505833	0.4898330	0.0000000	0.0471902	1.0299370	0.0028677	1.0424806	0.0320954	0.9519499	0.0332631	0.0485149	0.0504615	0.8486489	0.8913142	0.6360313	1.0029465	0.7834959	0.1772545	0.5412607	0.2296064	0.8462089	0.8536746	0.0050474	0.1383889	0.8199965	1.0522793	0.8740058	0.8061216	0.1169631	0.2708084	0.3148794	0.4883172	0.5640374	0.5730395	0.1259938	0.7498552
1.0756010	0.0544799	0.1646975	0.9359810	0.5552303	0.8828007	0.4132938	0.1020681	0.3708634	0.4388078	0.3475654	0.3671588	0.7412694	0.1634096	0.9423944	0.1255291	0.1799885	0.0375158	0.8702044	0.9186232	1.0132272	0.7529234	0.3765339	0.9721007	0.6594696	0.5416603	0.3953940	0.1804351	0.4767073	0.2551667	0.6371563	0.0000000	0.9719280	0.0014611	0.9744209	0.0134388	1.0512850	0.0110189	0.0186003	0.0508168	0.7800845	0.7941833	0.6113447	0.9945351	0.7501275	0.2235058	0.4359167	0.2068944	0.9415830	0.8786889	0.0029790	0.1827828	0.8698497	0.9429295	0.8817091	0.6836879	0.0522763	0.2226307	0.2704002	0.4836301	0.7969246	0.4338921	0.0835442	0.6234071
0.9597127	0.0755164	0.1533178	0.9095065	0.4136116	0.8354355	0.4491852	0.0868018	0.2811714	0.6106296	0.5348915	0.3939960	0.5732700	0.2376732	0.9563129	0.1780924	0.9691336	0.0187899	1.1164091	0.8091067	0.9519391	0.2289162	0.0996738	0.5592783	0.9249605	0.5122680	0.8722828	0.0447126	0.5184883	0.6902282	0.5930145	0.2330774	0.0000000	0.0689302	0.8150268	0.0148441	0.0156318	0.7970887	0.4619623	0.0550973	0.3415820	0.0974403	0.4421121	0.0019967	0.5068578	0.4711628	0.6046628	0.1881740	0.2207930	0.4745895	0.0409892	0.0691224	1.0745601	0.8084922	0.8415636	0.7664812	0.1936520	0.4590388	0.6366040	0.5534513	0.4979004	0.9187341	0.1185208	0.9533588
0.9850734	0.0786407	0.1488496	0.8904877	0.4955521	0.8307045	0.3340373	0.1150666	0.2968457	0.5783454	0.4079100	0.4318072	0.6651177	0.1303515	0.9172188	0.1236307	0.1928968	0.0428928	0.9158330	0.8247635	1.0305107	0.6775622	0.5576179	0.8430345	0.5946777	0.5938682	0.3973594	0.2348425	0.3830608	0.2688910	0.6504260	0.0285158	0.9905568	0.0000000	0.9867279	0.0145748	1.0036605	0.0343774	0.0335690	0.0690843	0.7359734	0.8804041	0.6982853	1.0908696	0.7548897	0.1620034	0.4966258	0.2981112	0.9234922	0.9205809	0.0095308	0.1616567	0.8713012	0.9864895	0.8310213	0.7510014	0.0847250	0.2119727	0.2768031	0.4923242	0.6962372	0.4296296	0.1026697	0.7347200
1.1092642	0.0727237	0.1715509	0.9954251	0.4438093	0.8816830	0.4261490	0.0910346	0.3271491	0.6019596	0.4498660	0.3856356	0.6621610	0.1606101	0.8190018	0.2173863	0.2489281	0.0430316	0.9553465	0.7746978	1.0221710	0.5973039	0.4664308	0.9260545	0.5546914	0.5255615	0.5119171	0.2132426	0.4103695	0.2706583	0.5819975	0.0472167	1.0015901	0.0222805	0.0000000	0.0285158	1.0173524	0.0499515	0.0656975	0.0438091	0.8537652	0.7987153	0.6607743	0.9621466	0.7145065	0.2939295	0.4901593	0.3169159	0.9005601	0.8566582	0.0076689	0.2031153	0.9216970	1.0151147	0.9161495	0.7122158	0.0642098	0.1788812	0.2673899	0.4600274	0.7876208	0.3854199	0.1103160	0.5907501
0.9984657	0.0693482	0.1810462	0.8814393	0.4701137	0.7664939	0.3921673	0.1233420	0.3908525	0.5378181	0.3633921	0.3345914	0.6508481	0.1923165	0.8444638	0.1870292	0.1898918	0.0516141	1.0345903	0.8099080	1.0072996	0.6929085	0.4060670	0.7853501	0.5526226	0.5568254	0.4833562	0.2007234	0.4061966	0.3143994	0.5918754	0.0475520	0.9677867	0.0007620	0.9579786	0.0000000	1.0208786	0.0257058	0.0406871	0.0511666	0.8238537	0.7967639	0.6661531	0.9279930	0.7029525	0.2349851	0.4660710	0.2665993	0.7730622	0.8872647	0.0122745	0.2188733	0.9625396	1.0438038	0.8209093	0.7359179	0.0712135	0.1787140	0.2967079	0.4075237	0.6805976	0.4701504	0.0946822	0.6875050
1.0856241	0.0559022	0.1540436	0.8760529	0.4284224	0.8905375	0.4280699	0.0951538	0.2838633	0.4436580	0.2900021	0.3302044	0.6015831	0.1371591	1.0816544	0.1432564	0.1908729	0.0561748	1.0025056	0.8502680	1.0166660	0.6833060	0.4638178	0.8141323	0.6794228	0.5681096	0.4425741	0.2551396	0.4145309	0.2835302	0.6063792	0.0512956	0.9028149	0.0017142	1.0681688	0.0213088	0.0000000	0.2746032	0.2319775	0.1438076	0.9511346	0.8720736	0.6882035	1.0341932	0.2014305	0.8578724	0.2159800	0.0824514	0.8698670	0.8172985	0.0097295	0.2447045	0.8098087	1.0764994	0.8265571	0.6737644	0.1011675	0.2076195	0.2667732	0.3940760	0.7198730	0.4682252	0.1256068	0.6351153
0.9879018	0.0855886	0.1300551	0.8791315	0.4777554	0.8518943	0.4598284	0.0920433	0.3323687	0.4921897	0.3990558	0.3378748	0.6054528	0.1701190	0.9064285	0.1748360	0.2071411	0.0442265	0.9456916	0.8274172	0.9981951	0.6754120	0.4287785	0.8682754	0.6701991	0.5615584	0.4246550	0.2181585	0.4586995	0.2312368	0.5881038	0.0256107	1.1665505	0.0020989	0.9817841	0.0202399	1.1526446	0.0000000	0.0294532	0.0565147	0.8390100	0.7472147	0.6291395	0.9331673	0.7844437	0.2235515	0.5174823	0.3041000	0.8965897	0.8994006	0.0211949	0.2726891	0.9021026	0.9988058	0.8896319	0.7171392	0.0859233	0.1965015	0.2765405	0.4625336	0.6367200	0.4728678	0.1356588	0.6710658
1.0762414	0.0910667	0.1924194	0.8947017	0.4029268	0.8580666	0.3907742	0.1140386	0.3293338	0.5489424	0.3629687	0.3733031	0.5582288	0.1397989	0.9145128	0.0786995	0.2275278	0.0427909	0.9542035	0.7946547	0.9684893	0.6608041	0.4138843	0.8737227	0.6447973	0.5752533	0.4334012	0.2182619	0.4537079	0.2641632	0.6243828	0.0375396	1.0146570	0.0010162	1.0274252	0.0202155	1.0352677	0.0159054	0.0000000	0.0342555	0.8867332	0.8096496	0.7349304	1.0180294	0.7424018	0.1365681	0.5004891	0.4052341	0.9612655	0.9315082	0.0155791	0.1853430	0.8609989	0.9963428	0.8565842	0.6590194	0.0427646	0.2638956	0.2375546	0.4317663	0.6995053	0.4512676	0.1099073	0.5884320
1.0579359	0.0334010	0.1714071	0.8978295	0.4700127	0.9174814	0.4000223	0.0952692	0.4062265	0.4565910	0.3724659	0.3797875	0.6493257	0.1224712	1.0034911	0.1973224	0.1726591	0.0623933	0.9073804	0.8376306	1.0400549	0.6932456	0.4271199	0.8646052	0.5887176	0.6204604	0.3550379	0.1928149	0.3980895	0.3025620	0.6820271	0.0449249	0.9542691	0.0010371	0.9623771	0.0173574	0.9892703	0.0165945	0.0391614	0.0001525	0.7870390	0.8312505	0.6350542	0.9788045	0.7377147	0.1320837	0.5001308	0.3282332	0.9581231	0.9145062	0.0008915	0.2010179	0.9932295	1.0129221	0.8735444	0.6757574	0.0526432	0.2191591	0.2514985	0.4982088	0.7384911	0.4352360	0.1178397	0.6282969
0.9692247	0.0587623	0.1826847	0.9924187	0.4997304	0.8901550	0.4158118	0.0643310	0.2778845	0.4840506	0.4311324	0.3623569	0.5896121	0.2336000	0.9508749	0.2170578	0.2257889	0.0510526	0.8996224	0.8735754	1.0064350	0.6463214	0.4631954	0.9369160	0.5681381	0.6013095	0.4297640	0.1806775	0.5050152	0.2549099	0.5875175	0.0218256	0.9916987	0.0007057	1.0468245	0.0089946	0.0079027	0.2904654	0.5399245	0.3648565	0.0000000	0.9359056	0.4668704	0.0083727	0.2812377	0.7654301	0.2635231	0.0745593	0.8167919	0.9334517	0.0134197	0.1774928	0.7822268	0.9625318	0.9377044	0.6161885	0.0877740	0.1932735	0.2682818	0.4250537	0.6828450	0.4723046	0.0883690	0.7067339
0.9922258	0.0502058	0.1725340	0.8192467	0.4052057	0.8575993	0.3932760	0.1112020	0.3892298	0.4768954	0.4324791	0.3222754	0.6175026	0.1166395	1.0188419	0.1147017	0.2171857	0.0415558	0.9371232	0.8451834	0.9913808	0.7378408	0.4735479	0.8734590	0.6117400	0.6553589	0.3993115	0.2128383	0.4153314	0.2873034	0.6171075	0.0193237	0.9873138	0.0010601	0.9949553	0.0126429	1.0057453	0.0160486	0.0346270	0.0704599	0.8051679	0.0000000	0.2090766	0.0078430	0.7088588	0.2435038	0.4897363	0.2948141	0.9646431	0.8792154	0.0092101	0.2290337	0.8938299	1.0345781	0.9638253	0.7270181	0.0477235	0.2610202	0.2448768	0.4685086	0.7315444	0.4878638	0.0887282	0.6745384
1.0406274	0.0971073	0.1855164	0.9847772	0.5248753	0.8749043	0.4402338	0.0860252	0.3786704	0.4729251	0.4542727	0.3301637	0.5984521	0.1171667	1.0324343	0.1258621	0.2069409	0.0477688	0.8585281	0.8683409	1.0371398	0.6951151	0.4471831	0.8649495	0.6665683	0.5151539	0.4378522	0.2259668	0.4522655	0.2505479	0.6023385	0.0413684	0.9980899	0.0026326	0.8882400	0.0107281	0.9249937	0.0590141	0.0417384	0.0441530	0.8039387	0.8149039	0.0000000	0.9448607	0.6995534	0.1555583	0.5083680	0.3770422	0.9245127	0.8076634	0.0124156	0.2056646	0.9350795	0.9853857	0.9663198	0.6554188	0.0583973	0.1866895	0.2653994	0.5001672	0.7470615	0.3835959	0.0691254	0.6322545
1.0057731	0.0647919	0.1601384	0.9049361	0.4694710	0.8204186	0.3666011	0.1055188	0.3377482	0.5334761	0.4058126	0.3516723	0.5884457	0.1316097	0.9462536	0.1459951	0.2045152	0.0685076	0.8813847	0.8353289	1.0391880	0.7560988	0.5107023	0.8751871	0.6462903	0.5147715	0.4051063	0.2800203	0.4294584	0.2872059	0.6648132	0.0353561	0.9883661	0.0010670	0.9674431	0.0196461	1.0193964	0.0150706	0.0358030	0.0557775	0.9089811	0.8505003	0.2021458	0.0000000	0.6997516	0.1595353	0.4452797	0.2385034	0.9320761	0.9213798	0.0095457	0.2068165	0.8590243	0.9387734	0.8347798	0.7288457	0.0448270	0.2152190	0.2529995	0.4725348	0.7204818	0.4960917	0.1162695	0.6070371
0.9872523	0.0865714	0.1639689	0.9617689	0.5017299	0.8683577	0.4240982	0.0892024	0.3505872	0.5884563	0.4730325	0.4184395	0.6031787	0.1620639	0.9156107	0.1276603	0.1982700	0.0528300	0.8510270	0.9266780	0.9525238	0.6827960	0.4842251	0.9107810	0.6280933	0.5830349	0.3620073	0.2120498	0.4479681	0.2193691	0.5943618	0.0403585	1.0480393	0.0013092	0.9659382	0.0170914	1.0341325	0.0182854	0.0410819	0.0405281	1.0468522	0.7941971	0.6134609	1.0035619	0.0000000	1.0165039	0.2456127	0.0642454	0.8365570	0.8945701	0.0017690	0.2104752	0.8763924	1.0380599	0.9277009	0.6680285	0.0738434	0.2006204	0.2887386	0.4463704	0.7702957	0.4943661	0.0921226	0.6963403
0.9954313	0.0680724	0.1719958	0.9102571	0.5297514	0.9470510	0.4043607	0.0694859	0.3616705	0.4464513	0.3399856	0.4010089	0.5637083	0.1848883	0.8905649	0.1553275	0.2440546	0.0508683	0.9799754	0.8780227	1.0191116	0.6634063	0.3927672	0.7673620	0.6188394	0.5856219	0.4254155	0.1906617	0.4752640	0.2668529	0.5635135	0.0385689	1.0059163	0.0016468	0.9272993	0.0060134	0.9354129	0.0153234	0.0342431	0.0619868	0.8654706	0.8070978	0.6491332	0.9359867	0.7897911	0.0000000	0.4482085	0.5508799	0.8954489	0.8110375	0.0045025	0.1736104	0.9608593	0.8987479	0.9183738	0.7230251	0.0913158	0.2182076	0.3085998	0.5581108	0.6579860	0.4177934	0.0854143	0.6279287
0.9456572	0.0638573	0.1614633	0.8077318	0.4146739	0.9083107	0.4342201	0.1073061	0.3657909	0.4071358	0.4055455	0.3164396	0.5683197	0.1773265	1.0032798	0.1953692	0.2051580	0.0787314	0.9290226	0.8208538	1.1080275	0.6989111	0.4302313	0.8697710	0.5821465	0.5772148	0.3849490	0.2206344	0.4418909	0.2992217	0.5898151	0.0523608	1.0264261	0.0006250	0.8962845	0.0157702	1.0950831	0.0269211	0.0485023	0.0552845	0.8314783	0.7748961	0.5434668	0.9851413	0.7015105	0.2981825	0.0000000	0.1727208	0.8732214	0.8301359	0.0218491	0.2302760	0.8565728	0.9501764	0.8087349	0.7265410	0.0851310	0.2213795	0.3169873	0.4212396	0.6711396	0.4647246	0.0835978	0.7126919
0.9473390	0.0822044	0.1269203	0.9345491	0.4640293	0.8665334	0.4053121	0.1404479	0.3356470	0.5225677	0.4401427	0.3322578	0.5836163	0.1626447	0.8910530	0.1897845	0.1986644	0.0359734	0.9148204	0.8141914	1.0505329	0.7008599	0.4282341	0.8342860	0.5133336	0.6081821	0.3422805	0.1729849	0.3918641	0.2112957	0.5899017	0.0387396	1.0245731	0.0016515	0.9993207	0.0212391	0.9853837	0.0438792	0.0528885	0.0473997	0.7839652	0.8096884	0.7048399	1.0429327	0.7573672	0.2111221	0.4993748	0.0000000	0.8834615	0.8488076	0.0120776	0.1764458	0.8710017	0.9092350	0.8941286	0.6468273	0.0885143	0.2146144	0.2476605	0.4494856	0.7156607	0.4636036	0.0740458	0.7160624
0.9806668	0.0838422	0.1632387	0.9670080	0.4625381	0.8933508	0.4477590	0.0915121	0.3119673	0.5265680	0.3867082	0.3118202	0.5769406	0.1491437	1.0091615	0.1908198	0.1698713	0.0479227	0.8886256	0.8741145	1.0404543	0.7719894	0.4538966	0.8110174	0.6560599	0.5434318	0.3919554	0.2528181	0.4260120	0.2323642	0.6310482	0.0387856	0.9740767	0.0007538	0.9424767	0.0264567	0.9302248	0.0337339	0.0495914	0.0439833	0.8491975	0.7487587	0.6581164	1.0220043	0.7752313	0.2491586	0.4738690	0.2969085	0.0000000	0.4242166	0.0210956	0.0420567	1.1124574	0.6252569	0.5556081	0.8533308	0.2885357	0.4093154	0.6752726	0.4925448	0.4072161	0.9996775	0.1379004	1.0036037
1.0590911	0.0518054	0.1469098	0.9403124	0.4917570	0.9025333	0.3891024	0.0970269	0.2780997	0.3434183	0.3122965	0.2664410	0.5840538	0.1211862	0.9809355	0.1147163	0.2234851	0.0245708	0.9527143	0.7779137	0.9371694	0.6285662	0.4151999	0.8558187	0.5519431	0.5217671	0.3767923	0.1786801	0.4157602	0.2150464	0.6300500	0.0401613	0.9374132	0.0011635	1.0617576	0.0205144	1.0490541	0.0306618	0.0490055	0.0482837	0.7427416	0.8160998	0.6688136	1.0365700	0.7449547	0.1416485	0.4859242	0.3019166	0.8986917	0.0000000	0.0042476	0.0421834	0.8219614	0.9604544	0.9182612	0.7118710	0.1048613	0.2164381	0.2931376	0.4295713	0.6647720	0.4375510	0.1000426	0.6733942
1.0076249	0.0800542	0.1715295	0.9115176	0.5503980	0.7998324	0.3947160	0.1408431	0.3961247	0.4186394	0.3712271	0.3270144	0.5905838	0.1332728	0.9394409	0.1927725	0.2124625	0.0439380	0.8381691	0.9177677	0.9582159	0.7587792	0.4533036	0.8672422	0.5807673	0.5446465	0.3649669	0.2087011	0.4054079	0.2975982	0.6049148	0.0507900	0.9506669	0.0023944	0.9794675	0.0105457	0.9793041	0.0276357	0.0400730	0.0549437	0.8264400	0.8732675	0.6796314	0.9993184	0.7049016	0.1262156	0.5127150	0.3067253	0.8683329	0.8130254	0.0000000	0.1732515	0.9108008	1.0901108	0.8257923	0.6076525	0.0641461	0.2016483	0.2739182	0.4525639	0.6782632	0.4811283	0.0896659	0.7743068
1.0424019	0.0808675	0.1814686	0.8877963	0.4531274	0.8992628	0.4807382	0.1178863	0.3515297	0.4754574	0.3745994	0.3557934	0.6316786	0.1175685	0.9998590	0.1646113	0.1896555	0.0557700	0.9734117	0.8706049	1.0289235	0.6750122	0.4973971	0.7650245	0.6258975	0.6344366	0.3975958	0.2255955	0.4391630	0.3044433	0.6435582	0.0257714	1.1508123	0.0034284	0.9815923	0.0224372	0.9960565	0.0382052	0.0445459	0.0510689	0.8797211	0.8096197	0.6563367	0.9460353	0.6615942	0.1449056	0.4638356	0.3229191	0.9218923	0.8529435	0.0012940	0.0000000	0.9214468	0.9745261	0.9396138	0.6690881	0.0640402	0.2108906	0.2782144	0.4467060	0.7253289	0.4529449	0.0998721	0.5894316
0.9456476	0.0982550	0.1569212	0.8455234	0.4897598	0.8100973	0.4261958	0.1031720	0.2937836	0.5120633	0.3820414	0.4099185	0.5879211	0.2390752	0.9309265	0.1528786	0.2131267	0.0442247	0.9657131	0.8420269	0.9573485	0.6500520	0.4831722	0.8400314	0.6061287	0.5341354	0.3869443	0.2736775	0.4290925	0.2601829	0.6173207	0.0480075	0.9902078	0.0045954	1.0040300	0.0181988	0.8810402	0.0468490	0.0494580	0.0669239	0.7925130	0.8202994	0.6324639	1.0270719	0.7954096	0.1980329	0.4854442	0.3292833	0.9938125	0.8593636	0.0230249	0.2567179	0.0000000	0.7218759	0.5740809	0.7734683	0.1003738	0.2609517	0.2331317	0.4523478	0.4101760	0.3802428	0.0529049	0.6915950
0.9413895	0.0693840	0.1393076	1.0101159	0.4826535	0.9167677	0.4365560	0.1051422	0.3080602	0.4170387	0.4455321	0.2554679	0.6189504	0.1335286	0.9172987	0.1065878	0.2168614	0.0414495	0.9755885	0.8991192	0.8653095	0.6750179	0.3470855	0.8581443	0.5770451	0.5612795	0.4104824	0.1768024	0.4381340	0.2937132	0.6240788	0.0255998	1.0044860	0.0024989	0.9874746	0.0129579	1.0012523	0.0121292	0.0566894	0.0401784	0.7837877	0.8449012	0.6746862	0.9485345	0.6743404	0.1923637	0.4347426	0.3072197	0.8415846	0.8547290	0.0102845	0.1716188	0.8837621	0.0000000	0.8182712	0.3827459	0.0549072	0.2165091	0.2217109	0.4905271	0.7749873	0.4208112	0.0862260	0.6266362
1.0237749	0.0821633	0.1582782	0.9024099	0.5177058	0.7950293	0.3738190	0.0999843	0.3896009	0.5092976	0.3699791	0.3870322	0.6400324	0.1032543	0.9611042	0.1305907	0.2202798	0.0388931	0.9229537	0.8809534	0.9748650	0.7202670	0.4870177	0.8228986	0.6151899	0.6086164	0.3794594	0.2000097	0.3717856	0.3532551	0.6256328	0.0324557	1.0710691	0.0012706	0.9977833	0.0194926	1.0415389	0.0378214	0.0122714	0.0614931	0.8081659	0.7019061	0.6189306	0.9894633	0.6748710	0.1363595	0.3918293	0.3385867	0.9821011	0.8836823	0.0112644	0.2266974	0.8564509	0.7398458	0.0000000	0.6087740	0.0615383	0.1983327	0.3017820	0.5052867	0.7520753	0.4734005	0.0892135	0.5710994
1.0391309	0.0663902	0.1474817	0.9485211	0.5178818	0.8156034	0.4258763	0.0898638	0.3430484	0.4304380	0.4111537	0.2782961	0.6555768	0.1924096	0.9115916	0.2566119	0.2072467	0.0346706	0.9950561	0.8649577	1.0226396	0.6838738	0.3815802	0.9573512	0.6220672	0.5521962	0.4393072	0.1632871	0.4324070	0.2688099	0.6252510	0.0321796	0.9355710	0.0012812	0.9420029	0.0109748	1.0134133	0.0189211	0.0378860	0.0803481	0.8294326	0.7701230	0.6645005	0.9186129	0.7677040	0.1515298	0.4593186	0.2991314	0.9095328	0.8241772	0.0078592	0.1758025	0.7778702	1.0110047	0.6824492	0.0000000	0.0603495	0.1855473	0.2973015	0.4894591	0.7629200	0.5066235	0.0829962	0.7334079
1.0064001	0.0783224	0.1628169	0.8842996	0.4108318	0.8206737	0.4244283	0.1220501	0.3639097	0.5544113	0.4677249	0.3144020	0.5447962	0.1763683	0.9080911	0.0708181	0.2127464	0.0467359	0.9353529	0.9133262	1.0116951	0.6361502	0.4835148	0.8864149	0.5739212	0.5617591	0.4377548	0.2618164	0.4180189	0.2946432	0.6238001	0.0395321	0.9284804	0.0018863	0.9342725	0.0207807	0.9658997	0.0774561	0.0568167	0.0493157	0.7682935	0.8510283	0.6934508	1.0232026	0.7269746	0.2228403	0.4664941	0.3319513	0.8612552	0.8836080	0.0091597	0.2278348	1.0591318	0.9881511	0.9050721	0.7074518	0.0000000	0.2729299	0.2789390	0.4307434	0.6406350	0.4306445	0.1072400	0.6341840
1.0425662	0.0323724	0.1916459	0.8492359	0.4775099	0.8979146	0.3951329	0.0880511	0.3317841	0.5223696	0.4569815	0.3590600	0.5409173	0.1056027	0.9744799	0.1588776	0.2061548	0.0418085	0.9361462	0.8539519	1.0137992	0.6602449	0.4858564	0.8402563	0.6439129	0.5911103	0.4015896	0.2270290	0.4726277	0.2909994	0.5941423	0.0298864	0.9557559	0.0017964	0.9930926	0.0076541	0.9971832	0.0204776	0.0299694	0.0623716	0.8437533	0.8947932	0.6949955	1.0365067	0.8300591	0.1847972	0.4917481	0.2884542	0.9150153	0.9036761	0.0109064	0.2028456	0.7660214	1.0161528	0.8719505	0.6400033	0.0583226	0.0000000	0.1885524	0.4409282	0.7474816	0.4190639	0.0685511	0.6931936
0.9828214	0.1034586	0.1374249	0.8711122	0.4909273	0.8197487	0.4103049	0.0946486	0.3365402	0.5196040	0.3938431	0.3361641	0.5788798	0.2570823	0.8913770	0.1805735	0.2108514	0.0314746	0.8876108	0.8851586	0.9654738	0.6882585	0.4233726	0.8275607	0.5892370	0.5255319	0.4432700	0.1815722	0.4800323	0.2515456	0.6585639	0.0433260	1.0289560	0.0011327	1.0800823	0.0267272	0.9517706	0.0389903	0.0403093	0.0594883	0.8001471	0.7889204	0.6411588	1.0868954	0.7241196	0.2369957	0.3869886	0.2823290	0.8830209	0.8695362	0.0139492	0.2535245	0.8725228	0.9872633	0.8025524	0.6877204	0.0898103	0.1687121	0.0044299	0.4314596	0.6824582	0.4381739	0.0758735	0.7329576
0.9456323	0.1081824	0.1570147	0.8874510	0.4706788	0.8235589	0.4405364	0.0747535	0.2843420	0.4838026	0.3627335	0.2867926	0.5737285	0.2627488	0.9985284	0.1753549	0.2218460	0.0458756	0.9324105	0.7689879	0.9711351	0.6025384	0.4191772	0.8227042	0.6043829	0.5914104	0.4076326	0.1996278	0.4211353	0.2229138	0.5881380	0.0461671	0.9995655	0.0023554	0.9797461	0.0198484	1.0211960	0.0282093	0.0453180	0.0544081	0.7960995	0.8506460	0.6394204	0.9974149	0.7006144	0.1469790	0.4506416	0.4591953	0.8987884	0.8840363	0.0138421	0.2562637	0.8863077	0.9982723	0.8896517	0.7330111	0.0588479	0.2184129	0.2459827	0.0000000	0.7324047	0.4273927	0.1048647	0.5939015
1.0209918	0.0748015	0.1817357	0.8546435	0.3888745	0.9432036	0.4686277	0.1485089	0.3654042	0.4743223	0.4099503	0.3526809	0.6068889	0.1550385	0.9450412	0.0805692	0.1804681	0.0389308	0.9011757	0.9399068	1.0537224	0.6836614	0.4425470	0.8262675	0.6298573	0.5255639	0.3983761	0.2197646	0.3438567	0.2957092	0.6176618	0.0688169	1.0006094	0.0048527	0.8908936	0.0247326	1.1158984	0.0281694	0.0144700	0.0587034	0.7708037	0.8081120	0.5918261	1.0115612	0.6910907	0.2364805	0.4250745	0.2661187	0.9172862	0.9329121	0.0118840	0.2254127	0.8485375	1.0788691	0.9545875	0.7146332	0.1627445	0.1872366	0.2659451	0.3961754	0.0000000	0.4721086	0.0527133	0.8662237
1.0944987	0.0808468	0.1701523	0.9197610	0.4759704	0.8323944	0.4361145	0.1199161	0.3613750	0.5636274	0.4361897	0.3278811	0.6514882	0.2010684	0.8731453	0.1320795	0.2027742	0.0528341	1.0230639	0.8037363	1.0405832	0.6745990	0.4100837	0.9125681	0.6371148	0.5218597	0.4005781	0.2303819	0.4588034	0.3310709	0.7097849	0.0443918	0.9361080	0.0027944	0.9001493	0.0100404	1.0791625	0.0396865	0.0392613	0.0546782	0.7376510	0.8915703	0.6138254	1.0445114	0.6523087	0.1842399	0.5255092	0.2726869	0.9043953	0.9180520	0.0133316	0.2425391	0.8998650	0.9697693	0.9359557	0.6829095	0.0552761	0.2401603	0.2615321	0.5383253	0.7219743	0.0000000	0.1022240	0.5951101
1.0250432	0.0685839	0.2192243	0.8954602	0.5027695	0.8568544	0.4214361	0.0780112	0.3556814	0.4824715	0.3837160	0.3400329	0.6203319	0.1162497	1.0466247	0.1568413	0.2086810	0.0362358	0.9236013	0.8402343	0.9866783	0.7203347	0.4575222	0.7816490	0.6003054	0.6169731	0.3886487	0.1955594	0.4693767	0.2997300	0.6451983	0.0478038	0.9886914	0.0058977	1.0758536	0.0278014	1.0615859	0.0352362	0.0157697	0.0507021	0.8088888	0.8873605	0.6234632	0.9686981	0.7124564	0.1506653	0.5430852	0.2949502	0.9341889	0.9627660	0.0046787	0.2079932	0.9701046	1.0394695	0.8742174	0.6346794	0.0589204	0.2201024	0.3136325	0.4608393	0.7949824	0.4278708	0.0000000	0.5712528
1.0356294	0.0748844	0.1543032	0.8457321	0.5320979	0.8452858	0.4062812	0.0623229	0.3490209	0.4465247	0.3318079	0.3455140	0.6017289	0.1225720	1.0081699	0.1128823	0.2421632	0.0243638	0.9551847	0.8840784	1.0170353	0.6515343	0.3693036	0.8909550	0.6654482	0.5909191	0.3950376	0.1490294	0.4335336	0.2753516	0.6720233	0.0269062	0.9741475	0.0008474	1.0474821	0.0066843	0.9860114	0.0394942	0.0625235	0.0502200	0.7601423	0.8831448	0.6424809	1.0613108	0.6752006	0.1675876	0.5260756	0.3176024	0.9523654	0.8594894	0.0086624	0.2080206	0.8101732	0.9994368	0.8602483	0.6713396	0.0712941	0.1935727	0.2847968	0.4885498	0.7218263	0.3222241	0.2643221	0.0000000
